id,a0,a1,class
933,0.431,0.861,Class 1
934,0.454,0.847,Class 1
935,0.418,0.837,Class 1
936,0.436,0.855,Class 1
937,0.451,0.819,Class 1
938,0.423,0.873,Class 1
939,0.463,0.863,Class 1
940,0.456,0.850,Class 1
941,0.442,0.863,Class 1
942,0.449,0.877,Class 1
943,0.449,0.878,Class 1
944,0.468,0.878,Class 1
945,0.452,0.864,Class 1
946,0.451,0.850,Class 1
947,0.462,0.844,Class 1
948,0.464,0.860,Class 1
949,0.459,0.864,Class 1
950,0.449,0.880,Class 1
951,0.451,0.858,Class 1
952,0.462,0.861,Class 1
953,0.459,0.901,Class 1
954,0.469,0.852,Class 1
955,0.442,0.878,Class 1
956,0.468,0.872,Class 1
957,0.452,0.866,Class 1
958,0.437,0.861,Class 1
959,0.454,0.857,Class 1
960,0.428,0.861,Class 1
961,0.468,0.827,Class 1
962,0.452,0.830,Class 1
963,0.473,0.880,Class 1
964,0.472,0.890,Class 1
965,0.457,0.870,Class 1
966,0.435,0.892,Class 1
967,0.441,0.881,Class 1
968,0.459,0.891,Class 1
969,0.448,0.863,Class 1
970,0.461,0.860,Class 1
971,0.442,0.853,Class 1
972,0.479,0.875,Class 1
973,0.456,0.839,Class 1
974,0.453,0.890,Class 1
975,0.457,0.851,Class 1
976,0.456,0.854,Class 1
977,0.481,0.842,Class 1
978,0.474,0.847,Class 1
979,0.452,0.860,Class 1
980,0.474,0.830,Class 1
981,0.481,0.866,Class 1
982,0.448,0.838,Class 1
983,0.463,0.883,Class 1
984,0.476,0.862,Class 1
985,0.480,0.890,Class 1
986,0.459,0.859,Class 1
987,0.484,0.875,Class 1
988,0.453,0.882,Class 1
989,0.507,0.848,Class 1
990,0.461,0.872,Class 1
991,0.467,0.842,Class 1
992,0.467,0.843,Class 1
993,0.492,0.844,Class 1
994,0.457,0.855,Class 1
995,0.492,0.824,Class 1
996,0.485,0.838,Class 1
997,0.452,0.862,Class 1
998,0.477,0.821,Class 1
999,0.475,0.832,Class 1
1000,0.483,0.829,Class 1
1001,0.484,0.831,Class 1
1002,0.482,0.816,Class 1
1003,0.516,0.868,Class 1
1004,0.494,0.853,Class 1
1005,0.499,0.825,Class 1
1006,0.493,0.823,Class 1
1007,0.494,0.852,Class 1
1008,0.524,0.856,Class 1
1009,0.485,0.850,Class 1
1010,0.477,0.846,Class 1
1011,0.471,0.811,Class 1
1012,0.490,0.839,Class 1
1013,0.511,0.845,Class 1
1014,0.520,0.827,Class 1
1015,0.498,0.828,Class 1
1016,0.489,0.815,Class 1
1017,0.486,0.867,Class 1
1018,0.491,0.844,Class 1
1019,0.489,0.831,Class 1
1020,0.507,0.852,Class 1
1021,0.495,0.840,Class 1
1022,0.530,0.860,Class 1
1023,0.484,0.855,Class 1
1024,0.491,0.853,Class 1
1025,0.505,0.860,Class 1
1026,0.514,0.844,Class 1
1027,0.505,0.815,Class 1
1028,0.496,0.853,Class 1
1029,0.504,0.810,Class 1
1030,0.479,0.861,Class 1
1031,0.530,0.850,Class 1
1032,0.531,0.838,Class 1
1033,0.511,0.831,Class 1
1034,0.504,0.846,Class 1
1035,0.505,0.844,Class 1
1036,0.492,0.838,Class 1
1037,0.499,0.867,Class 1
1038,0.515,0.868,Class 1
1039,0.488,0.843,Class 1
1040,0.491,0.816,Class 1
1041,0.500,0.855,Class 1
1042,0.507,0.852,Class 1
1043,0.515,0.836,Class 1
1044,0.525,0.853,Class 1
1045,0.511,0.839,Class 1
1046,0.517,0.826,Class 1
1047,0.532,0.813,Class 1
1048,0.534,0.824,Class 1
1049,0.517,0.834,Class 1
1050,0.520,0.814,Class 1
1051,0.504,0.819,Class 1
1052,0.518,0.818,Class 1
1053,0.520,0.816,Class 1
1054,0.526,0.840,Class 1
1055,0.520,0.808,Class 1
1056,0.512,0.830,Class 1
1057,0.527,0.822,Class 1
1058,0.508,0.792,Class 1
1059,0.543,0.813,Class 1
1060,0.516,0.799,Class 1
1061,0.517,0.813,Class 1
1062,0.518,0.807,Class 1
1063,0.515,0.805,Class 1
1064,0.544,0.801,Class 1
1065,0.535,0.803,Class 1
1066,0.541,0.829,Class 1
1067,0.512,0.810,Class 1
1068,0.488,0.786,Class 1
1069,0.508,0.820,Class 1
1070,0.528,0.828,Class 1
1071,0.535,0.840,Class 1
1072,0.533,0.827,Class 1
1073,0.525,0.800,Class 1
1074,0.518,0.803,Class 1
1075,0.548,0.772,Class 1
1076,0.541,0.794,Class 1
1077,0.532,0.818,Class 1
1078,0.541,0.775,Class 1
1079,0.549,0.798,Class 1
1080,0.528,0.810,Class 1
1081,0.524,0.798,Class 1
1082,0.553,0.794,Class 1
1083,0.535,0.808,Class 1
1084,0.542,0.790,Class 1
1085,0.529,0.815,Class 1
1086,0.536,0.804,Class 1
1087,0.542,0.780,Class 1
1088,0.552,0.763,Class 1
1089,0.529,0.780,Class 1
1090,0.532,0.781,Class 1
1091,0.552,0.783,Class 1
1092,0.551,0.758,Class 1
1093,0.543,0.793,Class 1
1094,0.558,0.777,Class 1
1095,0.574,0.794,Class 1
1096,0.563,0.749,Class 1
1097,0.556,0.772,Class 1
1098,0.540,0.789,Class 1
1099,0.558,0.794,Class 1
1100,0.571,0.777,Class 1
1101,0.549,0.770,Class 1
1102,0.552,0.787,Class 1
1103,0.552,0.768,Class 1
1104,0.529,0.760,Class 1
1105,0.518,0.783,Class 1
1106,0.551,0.790,Class 1
1107,0.533,0.768,Class 1
1108,0.533,0.781,Class 1
1109,0.543,0.785,Class 1
1110,0.542,0.788,Class 1
1111,0.539,0.781,Class 1
1112,0.568,0.807,Class 1
1113,0.552,0.793,Class 1
1114,0.529,0.760,Class 1
1115,0.538,0.781,Class 1
1116,0.577,0.795,Class 1
1117,0.540,0.806,Class 1
1118,0.561,0.792,Class 1
1119,0.530,0.774,Class 1
1120,0.537,0.790,Class 1
1121,0.565,0.775,Class 1
1122,0.548,0.803,Class 1
1123,0.526,0.749,Class 1
1124,0.548,0.776,Class 1
1125,0.553,0.776,Class 1
1126,0.552,0.763,Class 1
1127,0.544,0.768,Class 1
1128,0.541,0.766,Class 1
1129,0.567,0.761,Class 1
1130,0.558,0.759,Class 1
1131,0.541,0.725,Class 1
1132,0.577,0.771,Class 1
1133,0.550,0.757,Class 1
1134,0.569,0.746,Class 1
1135,0.578,0.743,Class 1
1136,0.544,0.765,Class 1
1137,0.570,0.761,Class 1
1138,0.582,0.787,Class 1
1139,0.578,0.781,Class 1
1140,0.572,0.789,Class 1
1141,0.569,0.767,Class 1
1142,0.571,0.796,Class 1
1143,0.552,0.769,Class 1
1144,0.562,0.747,Class 1
1145,0.567,0.763,Class 1
1146,0.579,0.727,Class 1
1147,0.560,0.767,Class 1
1148,0.582,0.731,Class 1
1149,0.547,0.775,Class 1
1150,0.576,0.769,Class 1
1151,0.581,0.752,Class 1
1152,0.576,0.753,Class 1
1153,0.558,0.784,Class 1
1154,0.579,0.739,Class 1
1155,0.568,0.734,Class 1
1156,0.549,0.756,Class 1
1157,0.568,0.741,Class 1
1158,0.567,0.731,Class 1
1159,0.551,0.774,Class 1
1160,0.568,0.753,Class 1
1161,0.583,0.766,Class 1
1162,0.577,0.714,Class 1
1163,0.563,0.753,Class 1
1164,0.562,0.765,Class 1
1165,0.553,0.755,Class 1
1166,0.575,0.749,Class 1
1167,0.579,0.762,Class 1
1168,0.593,0.767,Class 1
1169,0.564,0.744,Class 1
1170,0.554,0.741,Class 1
1171,0.565,0.731,Class 1
1172,0.576,0.767,Class 1
1173,0.581,0.767,Class 1
1174,0.567,0.735,Class 1
1175,0.561,0.743,Class 1
1176,0.550,0.730,Class 1
1177,0.567,0.754,Class 1
1178,0.558,0.724,Class 1
1179,0.577,0.757,Class 1
1180,0.575,0.733,Class 1
1181,0.581,0.752,Class 1
1182,0.552,0.762,Class 1
1183,0.563,0.734,Class 1
1184,0.581,0.731,Class 1
1185,0.549,0.768,Class 1
1186,0.558,0.697,Class 1
1187,0.562,0.739,Class 1
1188,0.564,0.713,Class 1
1189,0.569,0.722,Class 1
1190,0.580,0.735,Class 1
1191,0.572,0.740,Class 1
1192,0.580,0.739,Class 1
1193,0.571,0.741,Class 1
1194,0.560,0.759,Class 1
1195,0.574,0.709,Class 1
1196,0.594,0.686,Class 1
1197,0.577,0.742,Class 1
1198,0.586,0.742,Class 1
1199,0.591,0.732,Class 1
1200,0.573,0.734,Class 1
1201,0.565,0.725,Class 1
1202,0.582,0.717,Class 1
1203,0.586,0.712,Class 1
1204,0.577,0.732,Class 1
1205,0.602,0.740,Class 1
1206,0.574,0.743,Class 1
1207,0.575,0.706,Class 1
1208,0.577,0.730,Class 1
1209,0.587,0.740,Class 1
1210,0.592,0.719,Class 1
1211,0.579,0.699,Class 1
1212,0.573,0.751,Class 1
1213,0.597,0.714,Class 1
1214,0.597,0.718,Class 1
1215,0.588,0.733,Class 1
1216,0.598,0.718,Class 1
1217,0.598,0.724,Class 1
1218,0.603,0.723,Class 1
1219,0.612,0.694,Class 1
1220,0.584,0.713,Class 1
1221,0.588,0.754,Class 1
1222,0.585,0.716,Class 1
1223,0.578,0.757,Class 1
1224,0.610,0.735,Class 1
1225,0.616,0.703,Class 1
1226,0.591,0.714,Class 1
1227,0.574,0.701,Class 1
1228,0.581,0.703,Class 1
1229,0.596,0.689,Class 1
1230,0.597,0.692,Class 1
1231,0.577,0.716,Class 1
1232,0.581,0.695,Class 1
1233,0.588,0.694,Class 1
1234,0.588,0.722,Class 1
1235,0.577,0.712,Class 1
1236,0.604,0.729,Class 1
1237,0.607,0.699,Class 1
1238,0.588,0.694,Class 1
1239,0.596,0.702,Class 1
1240,0.607,0.723,Class 1
1241,0.592,0.696,Class 1
1242,0.587,0.659,Class 1
1243,0.589,0.690,Class 1
1244,0.592,0.679,Class 1
1245,0.598,0.702,Class 1
1246,0.591,0.667,Class 1
1247,0.606,0.715,Class 1
1248,0.593,0.699,Class 1
1249,0.590,0.704,Class 1
1250,0.597,0.683,Class 1
1251,0.607,0.678,Class 1
1252,0.609,0.660,Class 1
1253,0.600,0.715,Class 1
1254,0.595,0.705,Class 1
1255,0.611,0.677,Class 1
1256,0.580,0.681,Class 1
1257,0.590,0.663,Class 1
1258,0.602,0.688,Class 1
1259,0.600,0.667,Class 1
1260,0.609,0.699,Class 1
1261,0.602,0.710,Class 1
1262,0.565,0.691,Class 1
1263,0.612,0.684,Class 1
1264,0.588,0.684,Class 1
1265,0.594,0.668,Class 1
1266,0.586,0.671,Class 1
1267,0.588,0.681,Class 1
1268,0.613,0.681,Class 1
1269,0.597,0.676,Class 1
1270,0.603,0.691,Class 1
1271,0.584,0.679,Class 1
1272,0.612,0.683,Class 1
1273,0.592,0.655,Class 1
1274,0.607,0.662,Class 1
1275,0.593,0.662,Class 1
1276,0.626,0.673,Class 1
1277,0.576,0.680,Class 1
1278,0.613,0.664,Class 1
1279,0.592,0.673,Class 1
1280,0.593,0.663,Class 1
1281,0.619,0.691,Class 1
1282,0.586,0.669,Class 1
1283,0.602,0.643,Class 1
1284,0.607,0.647,Class 1
1285,0.587,0.673,Class 1
1286,0.605,0.638,Class 1
1287,0.600,0.660,Class 1
1288,0.613,0.655,Class 1
1289,0.610,0.662,Class 1
1290,0.626,0.671,Class 1
1291,0.620,0.623,Class 1
1292,0.611,0.665,Class 1
1293,0.593,0.657,Class 1
1294,0.603,0.683,Class 1
1295,0.590,0.662,Class 1
1296,0.607,0.682,Class 1
1297,0.601,0.652,Class 1
1298,0.605,0.645,Class 1
1299,0.619,0.636,Class 1
1300,0.601,0.641,Class 1
1301,0.638,0.633,Class 1
1302,0.604,0.622,Class 1
1303,0.606,0.626,Class 1
1304,0.610,0.615,Class 1
1305,0.592,0.647,Class 1
1306,0.593,0.628,Class 1
1307,0.603,0.659,Class 1
1308,0.602,0.655,Class 1
1309,0.593,0.618,Class 1
1310,0.608,0.654,Class 1
1311,0.610,0.638,Class 1
1312,0.609,0.630,Class 1
1313,0.605,0.591,Class 1
1314,0.596,0.614,Class 1
1315,0.610,0.622,Class 1
1316,0.626,0.645,Class 1
1317,0.597,0.664,Class 1
1318,0.582,0.595,Class 1
1319,0.616,0.633,Class 1
1320,0.592,0.633,Class 1
1321,0.570,0.624,Class 1
1322,0.629,0.605,Class 1
1323,0.606,0.638,Class 1
1324,0.587,0.606,Class 1
1325,0.595,0.587,Class 1
1326,0.570,0.614,Class 1
1327,0.600,0.637,Class 1
1328,0.604,0.619,Class 1
1329,0.587,0.617,Class 1
1330,0.602,0.622,Class 1
1331,0.617,0.629,Class 1
1332,0.597,0.618,Class 1
1333,0.579,0.594,Class 1
1334,0.584,0.641,Class 1
1335,0.601,0.605,Class 1
1336,0.592,0.617,Class 1
1337,0.600,0.605,Class 1
1338,0.597,0.623,Class 1
1339,0.594,0.625,Class 1
1340,0.595,0.580,Class 1
1341,0.592,0.596,Class 1
1342,0.596,0.619,Class 1
1343,0.612,0.605,Class 1
1344,0.619,0.576,Class 1
1345,0.592,0.595,Class 1
1346,0.615,0.618,Class 1
1347,0.605,0.590,Class 1
1348,0.578,0.622,Class 1
1349,0.589,0.613,Class 1
1350,0.615,0.570,Class 1
1351,0.576,0.599,Class 1
1352,0.583,0.583,Class 1
1353,0.597,0.592,Class 1
1354,0.593,0.615,Class 1
1355,0.620,0.598,Class 1
1356,0.585,0.570,Class 1
1357,0.568,0.597,Class 1
1358,0.583,0.581,Class 1
1359,0.578,0.597,Class 1
1360,0.589,0.589,Class 1
1361,0.591,0.590,Class 1
1362,0.591,0.594,Class 1
1363,0.597,0.598,Class 1
1364,0.577,0.574,Class 1
1365,0.586,0.598,Class 1
1366,0.578,0.577,Class 1
1367,0.575,0.609,Class 1
1368,0.610,0.586,Class 1
1369,0.598,0.561,Class 1
1370,0.586,0.598,Class 1
1371,0.587,0.596,Class 1
1372,0.621,0.559,Class 1
1373,0.617,0.597,Class 1
1374,0.582,0.556,Class 1
1375,0.595,0.603,Class 1
1376,0.624,0.571,Class 1
1377,0.591,0.590,Class 1
1378,0.604,0.604,Class 1
1379,0.623,0.574,Class 1
1380,0.590,0.587,Class 1
1381,0.617,0.551,Class 1
1382,0.590,0.567,Class 1
1383,0.585,0.605,Class 1
1384,0.575,0.555,Class 1
1385,0.621,0.554,Class 1
1386,0.613,0.567,Class 1
1387,0.594,0.606,Class 1
1388,0.598,0.592,Class 1
1389,0.586,0.550,Class 1
1390,0.580,0.584,Class 1
1391,0.577,0.572,Class 1
1392,0.613,0.554,Class 1
1393,0.600,0.576,Class 1
1394,0.581,0.586,Class 1
1395,0.589,0.586,Class 1
1396,0.577,0.557,Class 1
1397,0.596,0.566,Class 1
1398,0.603,0.554,Class 1
1399,0.584,0.561,Class 1
1400,0.600,0.589,Class 1
1401,0.610,0.585,Class 1
1402,0.601,0.583,Class 1
1403,0.574,0.565,Class 1
1404,0.599,0.575,Class 1
1405,0.581,0.588,Class 1
1406,0.594,0.580,Class 1
1407,0.604,0.555,Class 1
1408,0.593,0.558,Class 1
1409,0.588,0.559,Class 1
1410,0.591,0.561,Class 1
1411,0.596,0.589,Class 1
1412,0.595,0.565,Class 1
1413,0.600,0.556,Class 1
1414,0.589,0.583,Class 1
1415,0.613,0.558,Class 1
1416,0.610,0.559,Class 1
1417,0.598,0.552,Class 1
1418,0.603,0.556,Class 1
1419,0.614,0.541,Class 1
1420,0.603,0.553,Class 1
1421,0.598,0.539,Class 1
1422,0.582,0.577,Class 1
1423,0.607,0.564,Class 1
1424,0.606,0.532,Class 1
1425,0.584,0.565,Class 1
1426,0.598,0.578,Class 1
1427,0.597,0.560,Class 1
1428,0.616,0.554,Class 1
1429,0.600,0.530,Class 1
1430,0.578,0.549,Class 1
1431,0.617,0.557,Class 1
1432,0.632,0.543,Class 1
1433,0.598,0.577,Class 1
1434,0.606,0.549,Class 1
1435,0.572,0.570,Class 1
1436,0.594,0.579,Class 1
1437,0.605,0.563,Class 1
1438,0.599,0.547,Class 1
1439,0.595,0.597,Class 1
1440,0.574,0.541,Class 1
1441,0.597,0.515,Class 1
1442,0.600,0.529,Class 1
1443,0.607,0.562,Class 1
1444,0.607,0.540,Class 1
1445,0.620,0.538,Class 1
1446,0.611,0.574,Class 1
1447,0.618,0.576,Class 1
1448,0.606,0.572,Class 1
1449,0.598,0.526,Class 1
1450,0.598,0.530,Class 1
1451,0.594,0.540,Class 1
1452,0.587,0.535,Class 1
1453,0.573,0.541,Class 1
1454,0.584,0.542,Class 1
1455,0.591,0.560,Class 1
1456,0.606,0.578,Class 1
1457,0.612,0.570,Class 1
1458,0.622,0.540,Class 1
1459,0.633,0.549,Class 1
1460,0.587,0.572,Class 1
1461,0.568,0.535,Class 1
1462,0.590,0.549,Class 1
1463,0.604,0.520,Class 1
1464,0.597,0.574,Class 1
1465,0.601,0.572,Class 1
1466,0.590,0.555,Class 1
1467,0.616,0.520,Class 1
1468,0.602,0.539,Class 1
1469,0.609,0.543,Class 1
1470,0.605,0.521,Class 1
1471,0.597,0.526,Class 1
1472,0.603,0.525,Class 1
1473,0.608,0.518,Class 1
1474,0.603,0.526,Class 1
1475,0.608,0.565,Class 1
1476,0.615,0.547,Class 1
1477,0.623,0.566,Class 1
1478,0.620,0.566,Class 1
1479,0.601,0.564,Class 1
1480,0.589,0.501,Class 1
1481,0.591,0.560,Class 1
1482,0.606,0.528,Class 1
1483,0.599,0.560,Class 1
1484,0.591,0.520,Class 1
1485,0.585,0.557,Class 1
1486,0.592,0.549,Class 1
1487,0.598,0.552,Class 1
1488,0.601,0.515,Class 1
1489,0.593,0.532,Class 1
1490,0.627,0.574,Class 1
1491,0.606,0.539,Class 1
1492,0.615,0.573,Class 1
1493,0.599,0.514,Class 1
1494,0.598,0.553,Class 1
1495,0.600,0.544,Class 1
1496,0.606,0.555,Class 1
1497,0.615,0.557,Class 1
1498,0.601,0.561,Class 1
1499,0.623,0.571,Class 1
1500,0.610,0.564,Class 1
1501,0.589,0.537,Class 1
1502,0.610,0.559,Class 1
1503,0.610,0.568,Class 1
1504,0.599,0.549,Class 1
1505,0.576,0.507,Class 1
1506,0.607,0.554,Class 1
1507,0.604,0.580,Class 1
1508,0.633,0.585,Class 1
1509,0.602,0.560,Class 1
1510,0.619,0.548,Class 1
1511,0.615,0.580,Class 1
1512,0.591,0.550,Class 1
1513,0.615,0.577,Class 1
1514,0.603,0.538,Class 1
1515,0.613,0.607,Class 1
1516,0.602,0.566,Class 1
1517,0.607,0.587,Class 1
1518,0.611,0.584,Class 1
1519,0.624,0.562,Class 1
1520,0.628,0.554,Class 1
1521,0.634,0.589,Class 1
1522,0.621,0.577,Class 1
1523,0.615,0.561,Class 1
1524,0.592,0.542,Class 1
1525,0.622,0.602,Class 1
1526,0.622,0.612,Class 1
1527,0.611,0.559,Class 1
1528,0.614,0.563,Class 1
1529,0.620,0.549,Class 1
1530,0.616,0.554,Class 1
1531,0.634,0.590,Class 1
1532,0.614,0.587,Class 1
1533,0.597,0.590,Class 1
1534,0.616,0.609,Class 1
1535,0.615,0.581,Class 1
1536,0.616,0.575,Class 1
1537,0.610,0.597,Class 1
1538,0.608,0.591,Class 1
1539,0.609,0.554,Class 1
1540,0.615,0.564,Class 1
1541,0.640,0.609,Class 1
1542,0.616,0.579,Class 1
1543,0.632,0.577,Class 1
1544,0.602,0.602,Class 1
1545,0.619,0.594,Class 1
1546,0.595,0.608,Class 1
1547,0.620,0.565,Class 1
1548,0.631,0.597,Class 1
1549,0.618,0.589,Class 1
1550,0.616,0.632,Class 1
1551,0.608,0.609,Class 1
1552,0.610,0.583,Class 1
1553,0.602,0.554,Class 1
1554,0.595,0.618,Class 1
1555,0.590,0.625,Class 1
1556,0.635,0.629,Class 1
1557,0.625,0.615,Class 1
1558,0.621,0.635,Class 1
1559,0.614,0.640,Class 1
1560,0.600,0.600,Class 1
1561,0.604,0.625,Class 1
1562,0.612,0.634,Class 1
1563,0.617,0.612,Class 1
1564,0.619,0.625,Class 1
1565,0.623,0.611,Class 1
1566,0.642,0.609,Class 1
1567,0.609,0.649,Class 1
1568,0.622,0.621,Class 1
1569,0.632,0.610,Class 1
1570,0.628,0.638,Class 1
1571,0.595,0.627,Class 1
1572,0.625,0.612,Class 1
1573,0.633,0.613,Class 1
1574,0.608,0.632,Class 1
1575,0.600,0.620,Class 1
1576,0.620,0.655,Class 1
1577,0.568,0.678,Class 1
1578,0.589,0.617,Class 1
1579,0.629,0.647,Class 1
1580,0.599,0.625,Class 1
1581,0.619,0.630,Class 1
1582,0.605,0.665,Class 1
1583,0.612,0.626,Class 1
1584,0.623,0.649,Class 1
1585,0.610,0.634,Class 1
1586,0.579,0.648,Class 1
1587,0.592,0.660,Class 1
1588,0.578,0.655,Class 1
1589,0.620,0.632,Class 1
1590,0.607,0.657,Class 1
1591,0.590,0.635,Class 1
1592,0.611,0.659,Class 1
1593,0.611,0.669,Class 1
1594,0.608,0.681,Class 1
1595,0.607,0.633,Class 1
1596,0.601,0.674,Class 1
1597,0.600,0.676,Class 1
1598,0.581,0.686,Class 1
1599,0.618,0.668,Class 1
1600,0.601,0.677,Class 1
1601,0.603,0.680,Class 1
1602,0.606,0.674,Class 1
1603,0.606,0.692,Class 1
1604,0.593,0.666,Class 1
1605,0.599,0.646,Class 1
1606,0.601,0.672,Class 1
1607,0.602,0.678,Class 1
1608,0.599,0.676,Class 1
1609,0.607,0.676,Class 1
1610,0.576,0.661,Class 1
1611,0.593,0.668,Class 1
1612,0.583,0.672,Class 1
1613,0.600,0.673,Class 1
1614,0.604,0.715,Class 1
1615,0.587,0.670,Class 1
1616,0.611,0.675,Class 1
1617,0.576,0.693,Class 1
1618,0.577,0.679,Class 1
1619,0.584,0.676,Class 1
1620,0.617,0.681,Class 1
1621,0.596,0.684,Class 1
1622,0.601,0.682,Class 1
1623,0.602,0.710,Class 1
1624,0.603,0.704,Class 1
1625,0.601,0.669,Class 1
1626,0.590,0.714,Class 1
1627,0.591,0.676,Class 1
1628,0.584,0.680,Class 1
1629,0.584,0.698,Class 1
1630,0.600,0.703,Class 1
1631,0.590,0.709,Class 1
1632,0.584,0.744,Class 1
1633,0.578,0.728,Class 1
1634,0.579,0.717,Class 1
1635,0.598,0.754,Class 1
1636,0.612,0.708,Class 1
1637,0.597,0.743,Class 1
1638,0.575,0.721,Class 1
1639,0.575,0.726,Class 1
1640,0.591,0.733,Class 1
1641,0.588,0.719,Class 1
1642,0.574,0.691,Class 1
1643,0.578,0.729,Class 1
1644,0.583,0.713,Class 1
1645,0.589,0.710,Class 1
1646,0.557,0.732,Class 1
1647,0.578,0.752,Class 1
1648,0.586,0.730,Class 1
1649,0.576,0.739,Class 1
1650,0.546,0.688,Class 1
1651,0.569,0.720,Class 1
1652,0.572,0.754,Class 1
1653,0.563,0.743,Class 1
1654,0.558,0.757,Class 1
1655,0.580,0.735,Class 1
1656,0.599,0.768,Class 1
1657,0.569,0.734,Class 1
1658,0.545,0.748,Class 1
1659,0.576,0.719,Class 1
1660,0.525,0.735,Class 1
1661,0.558,0.751,Class 1
1662,0.548,0.771,Class 1
1663,0.572,0.749,Class 1
1664,0.577,0.784,Class 1
1665,0.599,0.741,Class 1
1666,0.574,0.795,Class 1
1667,0.552,0.785,Class 1
1668,0.548,0.762,Class 1
1669,0.580,0.780,Class 1
1670,0.558,0.762,Class 1
1671,0.571,0.739,Class 1
1672,0.574,0.776,Class 1
1673,0.525,0.789,Class 1
1674,0.576,0.770,Class 1
1675,0.560,0.790,Class 1
1676,0.547,0.766,Class 1
1677,0.568,0.763,Class 1
1678,0.573,0.744,Class 1
1679,0.575,0.745,Class 1
1680,0.553,0.757,Class 1
1681,0.561,0.766,Class 1
1682,0.562,0.796,Class 1
1683,0.546,0.773,Class 1
1684,0.554,0.776,Class 1
1685,0.565,0.790,Class 1
1686,0.567,0.773,Class 1
1687,0.554,0.794,Class 1
1688,0.559,0.753,Class 1
1689,0.576,0.762,Class 1
1690,0.546,0.776,Class 1
1691,0.563,0.763,Class 1
1692,0.563,0.770,Class 1
1693,0.535,0.809,Class 1
1694,0.551,0.786,Class 1
1695,0.562,0.792,Class 1
1696,0.541,0.800,Class 1
1697,0.533,0.793,Class 1
1698,0.546,0.769,Class 1
1699,0.538,0.810,Class 1
1700,0.564,0.766,Class 1
1701,0.533,0.795,Class 1
1702,0.528,0.798,Class 1
1703,0.531,0.819,Class 1
1704,0.523,0.794,Class 1
1705,0.550,0.794,Class 1
1706,0.545,0.822,Class 1
1707,0.528,0.800,Class 1
1708,0.522,0.839,Class 1
1709,0.512,0.829,Class 1
1710,0.524,0.799,Class 1
1711,0.518,0.836,Class 1
1712,0.515,0.803,Class 1
1713,0.546,0.792,Class 1
1714,0.522,0.849,Class 1
1715,0.526,0.858,Class 1
1716,0.529,0.828,Class 1
1717,0.508,0.817,Class 1
1718,0.512,0.841,Class 1
1719,0.523,0.842,Class 1
1720,0.509,0.834,Class 1
1721,0.520,0.826,Class 1
1722,0.515,0.814,Class 1
1723,0.542,0.820,Class 1
1724,0.506,0.810,Class 1
1725,0.500,0.807,Class 1
1726,0.500,0.836,Class 1
1727,0.521,0.840,Class 1
1728,0.503,0.843,Class 1
1729,0.510,0.840,Class 1
1730,0.489,0.819,Class 1
1731,0.497,0.828,Class 1
1732,0.484,0.810,Class 1
1733,0.509,0.809,Class 1
1734,0.512,0.807,Class 1
1735,0.518,0.833,Class 1
1736,0.519,0.817,Class 1
1737,0.522,0.842,Class 1
1738,0.491,0.846,Class 1
1739,0.502,0.826,Class 1
1740,0.485,0.828,Class 1
1741,0.506,0.867,Class 1
1742,0.498,0.834,Class 1
1743,0.477,0.844,Class 1
1744,0.504,0.822,Class 1
1745,0.478,0.789,Class 1
1746,0.477,0.855,Class 1
1747,0.508,0.847,Class 1
1748,0.471,0.830,Class 1
1749,0.482,0.843,Class 1
1750,0.482,0.829,Class 1
1751,0.473,0.835,Class 1
1752,0.496,0.846,Class 1
1753,0.495,0.851,Class 1
1754,0.489,0.830,Class 1
1755,0.461,0.807,Class 1
1756,0.494,0.832,Class 1
1757,0.471,0.865,Class 1
1758,0.500,0.858,Class 1
1759,0.488,0.846,Class 1
1760,0.453,0.836,Class 1
1761,0.470,0.820,Class 1
1762,0.466,0.894,Class 1
1763,0.464,0.859,Class 1
1764,0.491,0.851,Class 1
1765,0.465,0.857,Class 1
1766,0.464,0.853,Class 1
1767,0.473,0.835,Class 1
1768,0.453,0.835,Class 1
1769,0.473,0.856,Class 1
1770,0.472,0.871,Class 1
1771,0.455,0.848,Class 1
1772,0.465,0.863,Class 1
1773,0.483,0.849,Class 1
1774,0.469,0.867,Class 1
1775,0.466,0.868,Class 1
1776,0.454,0.852,Class 1
1777,0.442,0.831,Class 1
1778,0.450,0.867,Class 1
1779,0.452,0.853,Class 1
1780,0.449,0.858,Class 1
1781,0.445,0.870,Class 1
1782,0.460,0.874,Class 1
1783,0.450,0.867,Class 1
1784,0.443,0.840,Class 1
1785,0.433,0.879,Class 1
1786,0.439,0.852,Class 1
1787,0.428,0.867,Class 1
1788,0.451,0.848,Class 1
1789,0.443,0.850,Class 1
1790,0.450,0.904,Class 1
1791,0.426,0.846,Class 1
1792,0.431,0.881,Class 1
1793,0.426,0.847,Class 1
1794,0.432,0.886,Class 1
1795,0.425,0.843,Class 1
1796,0.424,0.881,Class 1
1797,0.424,0.855,Class 1
1798,0.438,0.857,Class 1
1799,0.415,0.863,Class 1
1800,0.415,0.854,Class 1
1801,0.433,0.853,Class 1
1802,0.419,0.881,Class 1
1803,0.417,0.859,Class 1
1804,0.426,0.852,Class 1
1805,0.420,0.858,Class 1
1806,0.429,0.840,Class 1
1807,0.420,0.855,Class 1
1808,0.417,0.839,Class 1
1809,0.424,0.836,Class 1
1810,0.442,0.876,Class 1
