id, a0, a1, class
673,7.864556,1.761767,-1.679441,2
674,-2.84233,-4.885815,0.503043,2
675,3.009396,-1.065114,2.164222,2
676,-3.273504,-4.6652,-1.130332,2
677,-0.4807812,1.587906,-4.548273,2
678,-2.226771,-2.733694,2.805205,2
679,-0.003118659,-3.95916,-1.407079,2
680,-3.284969,1.824634,2.734507,2
681,3.733898,4.388027,1.083598,2
682,-0.8347441,-2.18729,1.229859,2
683,3.033981,-1.222419,3.969822,2
684,1.155672,3.858163,2.60495,2
685,3.358897,-1.027027,-0.6343606,2
686,-3.88689,-5.18949,-1.789037,2
687,0.7883284,5.584366,0.6578878,2
688,0.808499,0.8842943,-0.6877014,2
689,-3.239599,0.07157519,-2.635429,2
690,-4.040467,-4.133659,-0.4718874,2
691,-4.40666,1.116417,1.309244,2
692,2.177722,-2.906242,-0.5382854,2
693,-0.5423036,2.754569,-2.56561,2
694,-4.680035,6.311411,-0.9817531,2
695,0.3397221,-4.130182,-1.01588,2
696,-2.569937,1.606615,0.4930642,2
697,-0.008597723,2.775126,3.716914,2
698,-0.4032857,-0.2865252,0.9624962,2
699,-0.7338297,4.09292,1.401296,2
700,-4.953256,1.546696,2.078953,2
701,-1.460271,1.317705,-2.201737,2
702,5.009099,-3.105473,-2.461173,2
703,-0.3860498,6.676989,2.408224,2
704,0.328537,3.946375,1.83699,2
705,2.975795,0.2422899,3.540576,2
706,-2.281982,5.795712,-1.732154,2
707,-0.7550154,-0.8253743,-5.0125,2
708,6.163693,4.126769,-1.222802,2
709,-3.508145,-5.291994,-1.61015,2
710,-0.5110323,0.5576283,-3.284502,2
711,1.432413,-2.198103,-5.593888,2
712,-0.4250549,-0.6164634,1.152038,2
713,-7.859106,-0.7170842,-1.403426,2
714,0.5771182,1.85594,-0.4034601,2
715,0.3978062,-1.407337,1.799775,2
716,5.946682,-2.297922,0.2049366,2
717,-0.05928309,-5.609141,-0.4828498,2
718,-1.098158,-6.583595,-2.11505,2
719,-2.428037,1.155442,0.835692,2
720,-1.454578,-1.356917,2.029918,2
721,4.839734,0.8496217,-1.849934,2
722,-2.983916,-0.6775176,-3.542804,2
723,2.804998,-1.118266,0.4963224,2
724,-0.8027642,4.263139,-0.9897301,2
725,-2.986948,3.252586,-3.716943,2
726,1.530625,-0.8581271,-2.522413,2
727,0.4877746,0.498832,-1.773278,2
728,1.95349,-1.73589,2.884817,2
729,0.8812891,-1.219495,5.764981,2
730,0.09317048,2.604835,-7.022606,2
731,-3.539404,2.428516,-1.240128,2
732,-3.932523,-4.912853,-4.865093,2
733,-2.675714,-2.196411,7.585623,2
734,0.9041734,5.937512,1.120111,2
735,-2.838529,4.076371,1.092288,2
736,-4.201611,0.06896203,-0.2639375,2
737,0.3715026,1.343751,-2.014508,2
738,-3.719853,-5.47899,1.188598,2
739,2.313993,1.973408,-1.766602,2
740,-1.62668,1.381789,3.044933,2
741,4.701603,3.080433,1.062939,2
742,-1.809786,0.5965799,-3.307109,2
743,-1.489649,0.3334515,2.058074,2
744,2.674433,-2.163165,4.663328,2
745,0.4177258,-3.090928,2.503891,2
746,-0.6343364,-2.428258,4.153797,2
747,1.670784,-5.532695,-0.8430021,2
748,-1.489334,0.5117131,-4.23929,2
749,2.002893,-4.335721,9.294327,2
750,0.4493406,-1.711912,-1.666487,2
751,4.622113,-1.718422,-0.6745686,2
752,0.485315,-5.637339,-0.4361569,2
753,3.700039,-3.555049,-4.383864,2
754,0.1042715,-0.1783742,1.789032,2
755,-3.441811,0.2308942,-2.150525,2
756,1.491339,-0.8376264,1.271982,2
757,-3.234402,-1.808231,-3.64934,2
758,2.080019,0.004774983,0.9140661,2
759,-5.49479,3.53491,1.142129,2
760,4.079701,5.265863,-2.058414,2
761,0.2758031,-0.1937169,1.107633,2
762,3.040441,-2.243949,1.626437,2
763,-0.144522,0.6527299,1.191218,2
764,3.293521,3.345644,-0.8037229,2
765,-3.870644,-1.555483,-0.2785294,2
766,1.729528,-3.898264,1.746642,2
767,0.8641051,-2.456077,3.835896,2
768,-0.9963443,3.907127,4.428097,2
769,-3.009908,0.08073034,-4.53522,2
770,4.185205,-0.9303026,0.6718949,2
771,3.853745,-3.348238,-4.482354,2
772,0.02009968,-2.239406,4.830845,2
773,0.522799,1.280249,-3.793303,2
774,2.095707,-0.7357503,3.758432,2
775,-4.656394,-0.6939252,-3.362514,2
776,2.41815,-3.682886,0.6882083,2
777,5.001428,4.521816,-3.55103,2
778,2.477508,-1.2386,-1.28846,2
779,4.748669,-2.637736,-0.9213919,2
780,-0.9674336,0.070325,-1.988711,2
781,-0.8809894,2.270787,2.039961,2
782,-5.681612,4.389901,5.012738,2
783,-2.243695,0.2096124,-3.017766,2
784,-3.906831,-4.972195,-0.03244618,2
785,3.321621,-0.5973437,0.4792704,2
786,0.8592244,3.654618,-1.711773,2
787,-4.422729,-1.650484,-0.338493,2
788,3.255994,-1.733413,2.384684,2
789,0.3683167,-0.6210239,2.452386,2
790,1.728795,0.4226163,0.07255092,2
791,7.14411,3.708753,-2.432959,2
792,-0.2977869,0.6195213,-0.5548628,2
793,-3.203857,-2.275129,-0.6945145,2
794,-1.565805,0.5209585,-0.08820235,2
795,-0.8787358,3.693478,1.758421,2
796,-1.531027,0.6816365,0.5432712,2
797,0.5007537,-1.848209,0.6056538,2
798,1.089574,-0.2464933,-3.355758,2
799,-1.907717,4.964502,2.098423,2
800,3.415463,4.529521,-1.617736,2
